DateKey,BranchKey,ProductKey,TotalDeposits,DepositAccounts
20241227,13,5,37067.05,4
20241227,14,1,22760.739999999998,4
20241227,14,2,47712.7,2
20241227,14,3,32098.52,6
20241227,14,4,51631.25,7
20241227,14,5,23628.87,6
20241227,15,1,32456.969999999998,4
20241227,15,2,19035.0,4
20241227,15,3,44728.39,4
20241227,15,4,4088.8500000000004,2
20241227,15,5,30978.86,4
20241227,16,1,26761.82,4
20241227,16,2,24594.94,4
20241227,16,3,26568.75,4
20241227,16,4,48257.380000000005,4
20241227,16,5,69648.12999999999,6
20241227,17,1,20867.27,4
20241227,17,2,5893.9,2
20241227,17,3,11471.310000000001,1
20241227,17,4,27492.089999999997,2
20241227,17,5,86944.23,8
20241227,18,1,58469.36,9
20241227,18,2,122346.77999999998,7
20241227,18,3,33480.740000000005,4
20241227,18,4,101915.20999999999,6
20241227,18,5,36356.229999999996,3
20241227,19,1,97202.04999999999,5
20241227,19,2,147652.2,4
20241227,19,3,167062.96000000002,6
20241227,19,4,10868.16,3
20241227,19,5,36275.38,5
20241227,20,1,22078.7,4
20241227,20,2,47563.93,6
20241227,20,3,94724.8,7
20241227,20,4,25166.21,4
20241227,20,5,19589.12,2
20241227,21,1,8579.18,4
20241227,21,2,37383.11,5
20241227,21,3,38310.46,4
20241227,21,4,44485.04,7
20241227,21,5,63580.68,7
20241227,22,1,82518.95,2
20241227,22,2,29511.73,3
20241227,22,3,20233.5,4
20241227,22,4,30057.659999999996,3
20241227,22,5,135896.19,8
20241227,23,1,3718.43,1
20241227,23,2,14936.43,4
20241227,23,3,13303.58,5
20241227,23,4,56009.89,4
20241227,23,5,101380.97,3
20241227,24,1,34658.14,2
20241227,24,2,103497.81,6
20241227,24,3,33152.590000000004,5
20241227,24,4,41496.17,3
20241227,24,5,9385.85,1
20241227,25,1,44566.869999999995,3
20241227,25,2,7310.530000000001,2
20241227,25,3,9797.980000000001,1
20241227,25,4,143673.31000000003,3
20241227,25,5,46959.58,2
20241227,26,1,42461.72,4
20241227,26,2,11512.31,5
20241227,26,3,4734.43,1
20241227,26,4,27353.25,4
20241227,26,5,17645.58,2
20241227,27,1,6366.03,1
20241227,27,2,329.26,1
20241227,27,3,23689.65,4
20241227,27,4,17765.21,2
20241227,27,5,18842.139999999996,2
20241227,28,1,69142.29000000001,6
20241227,28,2,33769.24,5
20241227,28,3,4749.91,4
20241227,28,4,27042.6,10
20241227,28,5,32413.07,5
20241227,29,1,2004.57,1
20241227,29,2,49821.43,5
20241227,29,3,28073.869999999995,3
20241227,29,4,78459.84,8
20241227,29,5,11929.130000000001,3
20241227,30,1,118655.25,8
20241227,30,2,12521.609999999999,2
20241227,30,3,23801.47,3
20241227,30,4,14188.04,2
20241227,30,5,73905.48999999999,6
20241227,31,1,92215.72,7
20241227,31,2,42808.04,4
20241227,31,3,10599.990000000002,2
20241227,31,4,38558.84,4
20241227,31,5,2053.46,1
20241227,32,1,32770.97,4
20241227,32,2,16670.15,2
20241227,32,3,89035.04,5
20241227,32,4,77730.67,3
20241227,32,5,7700.71,3
20241227,33,1,22017.39,5
20241227,33,2,12719.25,4
20241227,33,3,25591.79,4
20241227,33,4,1899.15,1
20241227,33,5,14316.61,4
20241227,34,1,61958.53,7
20241227,34,2,5937.950000000001,2
20241227,34,3,12633.25,4
20241227,34,4,19144.53,4
20241227,34,5,48896.99,4
20241227,35,1,18847.399999999998,4
20241227,35,2,40143.75,6
20241227,35,3,51893.52,7
20241227,35,4,46299.61,4
20241227,35,5,38364.59,3
20241227,36,1,23378.47,4
20241227,36,2,38767.5,4
20241227,36,3,34885.57,4
20241227,36,4,16889.190000000002,4
20241227,36,5,2926.41,1
20241227,37,1,26141.239999999998,4
20241227,37,2,5125.2699999999995,2
20241227,37,3,51819.69,4
20241227,37,4,64092.87,5
20241227,37,5,76216.23999999999,6
20241227,38,1,53420.82,6
20241227,38,2,27743.7,4
20241227,38,3,63955.83,6
20241227,38,4,581.53,1
20241227,38,5,153519.66999999998,5
20241227,39,1,7250.73,5
20241227,39,2,10280.59,2
20241227,39,3,57317.67,6
20241227,39,4,15174.88,3
20241227,39,5,4767.61,3
20241227,40,1,68957.51,4
20241227,40,2,41356.229999999996,6
20241227,40,3,5739.99,4
20241227,40,4,121652.90000000001,7
20241227,40,5,2862.1099999999997,1
20241228,1,1,37029.729999999996,5
20241228,1,2,20742.41,2
20241228,1,3,24283.07,2
20241228,1,4,18667.36,3
20241228,1,5,6247.17,1
20241228,2,1,215975.0,5
20241228,2,2,41814.090000000004,7
20241228,2,3,77751.11,5
20241228,2,4,9065.73,4
20241228,2,5,37797.02,5
20241228,3,1,50364.34,7
20241228,3,2,16031.85,1
20241228,3,3,104232.15000000001,6
20241228,3,4,53220.16,4
20241228,3,5,51557.61,6
20241228,4,1,11703.86,4
20241228,4,2,38680.49,4
20241228,4,3,10129.01,3
20241228,4,4,59166.520000000004,3
20241228,4,5,8990.51,4
20241228,5,1,52722.56,5
20241228,5,2,73593.87,9
20241228,5,3,2888.34,2
20241228,5,4,8344.02,2
20241228,5,5,26168.06,6
20241228,6,1,19644.71,5
20241228,6,2,38604.62,1
20241228,6,3,22101.44,3
20241228,6,4,45569.8,6
20241228,6,5,77312.04000000001,7
20241228,7,1,61677.369999999995,7
20241228,7,2,69764.87,3
20241228,7,3,20829.48,6
20241228,7,4,98820.51,8
20241228,7,5,53731.39,5
20241228,8,1,22454.79,2
20241228,8,2,33664.08,5
20241228,8,3,17524.36,2
20241228,8,4,20924.28,5
20241228,8,5,6950.42,2
20241228,9,1,78685.83,5
20241228,9,2,38396.66,4
20241228,9,3,9129.419999999998,3
20241228,9,4,2606.48,1
20241228,9,5,8981.909999999998,2
20241228,10,1,89229.51000000001,7
20241228,10,2,18644.89,2
20241228,10,3,32487.91,6
20241228,10,4,71459.69,4
20241228,10,5,14589.33,5
20241228,11,1,16453.64,2
20241228,11,2,23488.71,3
20241228,11,3,75583.02,5
20241228,11,4,43384.14,6
20241228,11,5,135502.88999999998,5
20241228,12,1,36592.93,3
20241228,12,2,68380.78,4
20241228,12,3,101600.75,9
20241228,12,4,17941.489999999998,2
20241228,12,5,55264.86,3
20241228,13,1,14785.650000000001,4
20241228,13,2,30003.47,4
20241228,13,3,14497.4,2
20241228,13,4,91944.87,6
20241228,13,5,19537.07,5
20241228,14,1,3446.9199999999996,3
20241228,14,3,62701.67,3
20241228,14,4,8891.5,2
20241228,14,5,25896.48,3
20241228,15,1,53509.439999999995,5
20241228,15,2,553.8500000000001,1
20241228,15,3,51531.09,8
20241228,15,4,41664.09,5
20241228,15,5,30703.96,6
20241228,16,1,41862.3,3
20241228,16,2,54173.05,5
20241228,16,3,4626.07,3
20241228,16,4,11501.369999999999,3
20241228,16,5,61462.47,4
20241228,17,1,21177.0,3
20241228,17,2,40824.76,2
20241228,17,3,74909.79000000001,8
20241228,17,4,11997.35,5
20241228,17,5,39348.45,4
20241228,18,1,26871.329999999998,6
20241228,18,2,98028.62999999999,2
20241228,18,3,31587.0,5
20241228,18,4,18258.86,3
20241228,18,5,4644.78,1
20241228,19,1,112817.32,4
20241228,19,2,16567.0,3
20241228,19,3,102196.73000000001,5
20241228,19,4,70418.95,6
20241228,19,5,26714.039999999997,4
20241228,20,1,74461.34,6
20241228,20,2,61807.56999999999,9
20241228,20,3,46504.42,4
20241228,20,4,21023.11,3
20241228,20,5,5716.05,3
20241228,21,1,203411.75,7
20241228,21,2,34569.25,7
20241228,21,3,10306.93,2
20241228,21,4,50798.4,6
20241228,21,5,41088.69,5
20241228,22,1,81709.18,5
20241228,22,2,51679.07,3
20241228,22,3,5865.83,2
20241228,22,4,7410.93,2
20241228,22,5,171507.07,7
20241228,23,1,501.24,1
20241228,23,2,66784.36,6
20241228,23,3,20249.84,3
20241228,23,4,15587.740000000002,3
20241228,23,5,12484.48,1
20241228,24,2,41317.32,4
20241228,24,3,13926.11,3
20241228,24,4,29274.120000000003,5
20241228,24,5,39347.33,6
20241228,25,1,42199.39,6
20241228,25,2,4340.76,2
20241228,25,3,16191.04,3
20241228,25,4,24321.21,3
20241228,25,5,59002.14,7
20241228,26,1,107665.21,8
20241228,26,2,17213.86,3
20241228,26,3,81179.63,4
20241228,26,4,30866.35,5
20241228,26,5,6860.620000000001,3
20241228,27,2,27405.39,2
20241228,27,3,14201.490000000002,3
20241228,27,4,54391.729999999996,7
20241228,27,5,34305.42,4
20241228,28,1,21398.34,5
20241228,28,2,17034.390000000003,3
20241228,28,3,46333.31,6
20241228,28,4,23375.78,5
20241228,28,5,22002.309999999998,5
20241228,29,1,7448.82,2
20241228,29,2,15135.85,2
20241228,29,3,17739.149999999998,5
20241228,29,4,26967.19,5
20241228,29,5,87035.04000000001,4
20241228,30,1,14931.71,5
20241228,30,2,84918.49,9
20241228,30,3,18684.59,3
20241228,30,4,13924.619999999999,3
20241228,30,5,17804.35,2
20241228,31,1,10737.310000000001,1
20241228,31,2,35320.31,3
20241228,31,3,39087.39,4
20241228,31,4,36016.19,4
20241228,31,5,5659.759999999999,2
20241228,32,1,8437.15,3
20241228,32,2,36425.85,7
20241228,32,3,25781.429999999997,3
20241228,32,4,50355.689999999995,1
20241228,32,5,47829.59,2
20241228,33,1,9520.810000000001,1
20241228,33,2,8908.279999999999,2
20241228,33,3,63907.07,1
20241228,33,4,34786.54,7
20241228,33,5,23638.600000000002,2
20241228,34,1,5901.66,2
20241228,34,2,11088.490000000002,3
20241228,34,3,85729.02,5
20241228,34,4,20659.989999999998,4
20241228,35,1,37450.3,4
20241228,35,2,109855.97,4
20241228,35,3,9053.16,2
20241228,35,4,65661.77,6
20241228,35,5,16467.7,5
20241228,36,1,16858.829999999998,4
20241228,36,2,14391.499999999998,4
20241228,36,3,123896.09,7
20241228,36,4,8277.56,2
20241228,36,5,136509.1,4
20241228,37,1,23594.76,4
20241228,37,2,27655.300000000003,3
20241228,37,3,54108.95,6
20241228,37,4,19719.870000000003,3
20241228,37,5,65468.649999999994,8
20241228,38,1,85010.37,8
20241228,38,2,24615.64,3
20241228,38,3,56838.72,5
20241228,38,4,1395.3700000000001,1
20241228,38,5,89384.19,3
20241228,39,1,44445.02,5
20241228,39,2,26820.05,2
20241228,39,3,41168.73,9
20241228,39,4,6078.17,3
20241228,39,5,37135.8,7
20241228,40,1,4590.9400000000005,1
20241228,40,2,32002.79,5
20241228,40,3,15852.94,4
20241228,40,4,67867.08,1
20241228,40,5,42567.56,4
20241229,1,1,14215.78,4
20241229,1,2,55958.78,4
20241229,1,3,7567.08,2
20241229,1,4,4054.52,1
20241229,1,5,14461.35,4
20241229,2,1,14276.279999999999,2
20241229,2,2,70319.32,8
20241229,2,3,73312.82,6
20241229,2,4,1147.42,1
20241229,2,5,7721.209999999999,2
20241229,3,1,38321.76,6
20241229,3,2,7471.13,1
20241229,3,3,34558.55,5
20241229,3,4,46619.84,5
20241229,3,5,34634.96,4
20241229,4,1,3690.71,1
20241229,4,2,22927.82,1
20241229,4,3,73047.87999999999,7
20241229,4,4,29524.059999999998,2
20241229,4,5,45290.81,5
20241229,5,1,14001.93,2
20241229,5,2,13097.900000000001,2
20241229,5,3,36807.37,6
20241229,5,4,21325.54,4
20241229,5,5,39047.94,4
20241229,6,1,9951.33,2
20241229,6,2,23355.809999999998,6
20241229,6,3,32440.730000000003,5
20241229,6,4,11832.99,5
20241229,6,5,25460.91,3
20241229,7,1,28588.15,3
20241229,7,2,11927.570000000002,1
20241229,7,3,37941.67,2
20241229,7,4,69137.73000000001,5
20241229,7,5,21247.739999999998,4
20241229,8,1,36807.08,10
20241229,8,2,60619.659999999996,7
20241229,8,3,3042.2400000000002,2
20241229,8,4,11317.550000000001,2
20241229,8,5,50771.5,6
20241229,9,1,9772.02,2
20241229,9,2,41788.0,8
20241229,9,3,5716.74,1
20241229,9,4,2529.16,2
20241229,9,5,62393.299999999996,6
20241229,10,1,13343.54,3
20241229,10,2,28443.660000000003,4
20241229,10,3,46606.4,5
20241229,10,4,27671.86,1
20241229,10,5,19878.58,3
20241229,11,1,33288.07,3
20241229,11,2,41714.85999999999,4
20241229,11,3,34177.64,4
20241229,11,4,54838.93,2
20241229,11,5,13989.61,4
20241229,12,1,26625.36,3
20241229,12,2,73153.07,6
20241229,12,3,77636.91,4
20241229,12,4,126745.23,7
20241229,12,5,4340.96,1
20241229,13,1,73746.31,10
20241229,13,2,25005.33,4
20241229,13,3,35015.94,3
20241229,13,4,32140.01,4
20241229,13,5,21756.34,5
20241229,14,1,9556.92,3
20241229,14,2,33063.09,2
20241229,14,3,57273.2,4
20241229,14,4,1821.0,1
20241229,14,5,51443.13,5
20241229,15,1,21017.32,5
20241229,15,2,45397.84,4
20241229,15,3,116320.56,6
20241229,15,4,40394.93,3
20241229,15,5,31594.52,6
20241229,16,1,33527.85,4
20241229,16,2,33609.31,2
20241229,16,3,49644.53,5
20241229,16,4,16335.27,3
20241229,16,5,4940.83,1
20241229,17,1,25081.7,4
20241229,17,2,40963.64,5
20241229,17,3,40407.409999999996,5
20241229,17,4,45674.729999999996,4
20241229,17,5,37934.51,4
20241229,18,1,16437.97,3
20241229,18,2,64901.63,4
20241229,18,3,93009.36,8
20241229,18,4,55387.340000000004,3
20241229,18,5,38080.740000000005,6
20241229,19,1,55373.48,4
20241229,19,2,18380.309999999998,5
20241229,19,3,31306.91,4
20241229,19,4,5173.389999999999,2
20241229,19,5,52410.07,2
20241229,20,1,75117.29,5
20241229,20,2,48831.37,3
20241229,20,3,8562.76,2
20241229,20,4,13987.3,3
20241229,20,5,71529.29,4
20241229,21,1,41381.22,5
20241229,21,2,53837.95,6
20241229,21,3,25275.23,6
20241229,21,4,9416.0,2
20241229,21,5,3450.7799999999997,3
20241229,22,1,58247.700000000004,8
20241229,22,2,56474.84,7
20241229,22,3,31787.18,3
20241229,22,4,8022.9,2
20241229,22,5,32937.14,2
20241229,23,1,69191.85,4
20241229,23,2,28343.1,4
20241229,23,3,9756.26,2
20241229,23,4,4829.410000000001,4
20241229,23,5,14568.62,2
20241229,24,1,2628.8,1
20241229,24,2,92489.95999999999,7
20241229,24,3,3567.27,1
20241229,24,4,64166.96000000001,4
20241229,24,5,48682.84,4
20241229,25,1,47415.270000000004,6
20241229,25,2,13128.45,1
20241229,25,3,25957.61,1
20241229,25,4,53958.78,5
20241229,25,5,19659.24,4
20241229,26,1,143912.36000000002,7
20241229,26,2,5938.59,3
20241229,26,3,9187.34,2
20241229,26,4,43341.479999999996,6
20241229,26,5,71962.13,7
20241229,27,1,4730.969999999999,1
20241229,27,3,47001.770000000004,3
20241229,27,4,23996.7,2
20241229,27,5,771.78,2
20241229,28,1,10161.69,4
20241229,28,2,130709.54000000001,6
20241229,28,3,11210.12,4
20241229,28,4,54374.28,5
20241229,28,5,45723.2,5
20241229,29,1,20486.17,4
20241229,29,2,24569.37,4
20241229,29,3,16712.14,6
20241229,29,4,28545.73,5
20241229,29,5,28558.39,3
20241229,30,1,19652.58,5
20241229,30,2,2303.68,1
20241229,30,3,6908.45,3
20241229,30,4,12191.97,4
20241229,30,5,29588.329999999998,7
20241229,31,1,52494.31,2
20241229,31,2,128631.65,3
20241229,31,3,21784.05,7
20241229,31,4,14776.810000000001,2
20241229,31,5,56566.58,5
20241229,32,1,27542.489999999998,4
20241229,32,2,39372.350000000006,5
20241229,32,3,41874.7,6
20241229,32,4,81525.61,6
20241229,32,5,181092.77000000002,10
20241229,33,1,32740.43,3
20241229,33,2,28731.12,3
20241229,33,3,6716.509999999999,1
20241229,33,4,60145.88,4
20241229,33,5,8885.039999999999,2
20241229,34,1,61451.979999999996,3
20241229,34,2,17945.09,6
20241229,34,3,43263.6,7
20241229,34,4,10086.140000000001,2
20241229,34,5,85200.95999999999,5
20241229,35,1,19001.09,2
20241229,35,2,55641.840000000004,4
20241229,35,3,25478.089999999997,4
20241229,35,4,48264.05,5
20241229,35,5,27244.74,5
20241229,36,1,30809.78,6
20241229,36,2,31701.2,4
20241229,36,3,22767.91,6
20241229,36,4,5483.43,2
20241229,36,5,71294.1,4
20241229,37,1,9962.17,3
20241229,37,2,76209.77,6
20241229,37,3,80391.02,6
20241229,37,4,25875.59,5
20241229,37,5,24520.68,2
20241229,38,1,71112.27,8
20241229,38,2,59799.560000000005,5
20241229,38,3,58220.74,8
20241229,38,4,59297.43,4
20241229,38,5,23415.03,5
20241229,39,1,35082.74,3
20241229,39,3,3897.06,1
20241229,39,4,86611.94,6
20241229,39,5,25560.18,4
20241229,40,1,30355.06,7
20241229,40,2,11789.619999999999,3
20241229,40,3,9694.279999999999,4
20241229,40,4,33447.21000000001,1
20241229,40,5,24518.37,4
20241230,1,1,33390.21,3
20241230,1,2,32980.77,5
20241230,1,4,56106.78999999999,5
20241230,1,5,22473.89,2
20241230,2,1,24546.57,6
20241230,2,2,39672.560000000005,7
20241230,2,3,108986.98999999999,7
20241230,2,4,146366.46,6
20241230,2,5,27925.63,4
20241230,3,1,40513.63,6
20241230,3,2,23123.43,5
20241230,3,3,68678.82,2
20241230,3,4,49993.1,2
20241230,3,5,8039.13,2
20241230,4,1,102522.4,10
20241230,4,2,49283.61,4
20241230,4,3,2467.41,1
20241230,4,4,47001.869999999995,6
20241230,4,5,17519.25,5
20241230,5,1,16872.649999999998,4
20241230,5,2,19244.57,3
20241230,5,3,24813.96,4
20241230,5,4,21540.69,3
20241230,5,5,87687.94,3
20241230,6,1,26029.84,5
20241230,6,2,6754.68,3
20241230,6,4,37892.2,4
20241230,6,5,33452.1,4
20241230,7,1,43061.61,6
20241230,7,2,24328.670000000002,2
20241230,7,3,35979.09,5
20241230,7,4,45986.09,4
20241230,7,5,20518.85,2
20241230,8,1,19220.79,5
20241230,8,2,48429.21,7
20241230,8,3,2111.65,1
20241230,8,4,58243.56,5
20241230,8,5,8229.62,2
20241230,9,1,31758.620000000003,7
20241230,9,2,31074.120000000003,5
20241230,9,3,828.81,1
20241230,9,4,37607.159999999996,3
20241230,9,5,53623.61,3
20241230,10,1,50428.00000000001,3
20241230,10,2,63132.03999999999,5
20241230,10,3,6925.16,4
20241230,10,4,1013.49,1
20241230,10,5,54336.57,6
20241230,11,1,59168.17,5
20241230,11,3,12642.73,4
20241230,11,4,76094.86,4
20241230,11,5,24044.01,3
20241230,12,1,8090.379999999999,2
20241230,12,2,15733.79,3
20241230,12,3,12484.72,2
20241230,12,4,12528.3,3
20241230,12,5,2918.39,1
20241230,13,1,39403.89,4
20241230,13,2,11791.150000000001,3
20241230,13,3,60341.520000000004,5
20241230,13,4,22877.92,5
20241230,13,5,47633.700000000004,6
20241230,14,1,2451.9100000000003,1
20241230,14,2,28998.989999999998,3
20241230,14,3,88161.37,9
20241230,14,4,34975.4,4
20241230,14,5,2802.3500000000004,2
20241230,15,1,63872.49,3
20241230,15,2,30327.17,4
20241230,15,3,49155.380000000005,7
20241230,15,4,9844.83,2
20241230,15,5,61593.29,8
20241230,16,1,58700.509999999995,5
20241230,16,2,8620.119999999999,1
20241230,16,3,71568.06,9
20241230,16,4,9491.78,3
20241230,16,5,9285.29,2
20241230,17,1,11272.029999999999,3
20241230,17,2,19975.5,2
20241230,17,3,9497.92,1
20241230,17,4,61478.020000000004,7
20241230,18,1,66712.71,9
20241230,18,2,68412.95999999999,5
20241230,18,3,7656.820000000001,2
20241230,18,4,28902.27,2
20241230,18,5,24650.61,4
20241230,19,1,18479.910000000003,3
20241230,19,2,2236.17,1
20241230,19,3,24483.33,5
20241230,19,4,8181.959999999999,3
20241230,19,5,90609.34,7
20241230,20,1,33232.04,3
20241230,20,2,33150.740000000005,2
20241230,20,3,47452.950000000004,4
20241230,20,4,52983.5,6
20241230,20,5,79173.98999999999,3
20241230,21,1,48101.23,6
20241230,21,2,39697.08,6
20241230,21,3,156020.81,8
20241230,21,4,69195.09,6
20241230,21,5,16831.33,3
20241230,22,1,14851.480000000001,1
