DateKey,AccountKey,CustomerKey,ProductKey,BranchKey,EndingBalance,DaysPastDue,DelinquencyBucket,IsNonPerforming,RollStatus,CECLStage
20250601,74,28,12,11,20007.33,30,30 DPD,False,Stable,Stage 2 - SICR
20250701,74,28,12,11,19706.58,0,Current,False,Cured,Stage 1 - Performing
20250801,74,28,12,11,19498.51,0,Current,False,Stable,Stage 1 - Performing
20250901,74,28,12,11,19173.91,0,Current,False,Stable,Stage 1 - Performing
20251001,74,28,12,11,18810.29,0,Current,False,Stable,Stage 1 - Performing
20251101,74,28,12,11,18593.36,0,Current,False,Stable,Stage 1 - Performing
20251201,74,28,12,11,18415.35,30,30 DPD,False,Worsened,Stage 2 - SICR
20260101,74,28,12,11,18246.28,0,Current,False,Cured,Stage 1 - Performing
20260201,74,28,12,11,17948.04,30,30 DPD,False,Worsened,Stage 2 - SICR
20260301,74,28,12,11,17639.13,30,30 DPD,False,Stable,Stage 2 - SICR
20260401,74,28,12,11,17486.9,60,60 DPD,False,Worsened,Stage 2 - SICR
20260501,74,28,12,11,17212.69,60,60 DPD,False,Stable,Stage 2 - SICR
20260601,74,28,12,11,17055.43,60,60 DPD,False,Stable,Stage 2 - SICR
20250101,81,31,6,14,48606.31,30,30 DPD,False,New,Stage 2 - SICR
20250201,81,31,6,14,48148.77,0,Current,False,Cured,Stage 1 - Performing
20250301,81,31,6,14,47410.36,0,Current,False,Stable,Stage 1 - Performing
20250401,81,31,6,14,46472.42,0,Current,False,Stable,Stage 1 - Performing
20250501,81,31,6,14,46061.72,30,30 DPD,False,Worsened,Stage 2 - SICR
20250601,81,31,6,14,45585.79,0,Current,False,Cured,Stage 1 - Performing
20250701,81,31,6,14,44937.54,0,Current,False,Stable,Stage 1 - Performing
20250801,81,31,6,14,44095.34,0,Current,False,Stable,Stage 1 - Performing
20250901,81,31,6,14,43810.81,0,Current,False,Stable,Stage 1 - Performing
20251001,81,31,6,14,43499.88,0,Current,False,Stable,Stage 1 - Performing
20251101,81,31,6,14,43090.75,0,Current,False,Stable,Stage 1 - Performing
20251201,81,31,6,14,42273.89,0,Current,False,Stable,Stage 1 - Performing
20260101,81,31,6,14,41455.74,0,Current,False,Stable,Stage 1 - Performing
20260201,81,31,6,14,41192.49,0,Current,False,Stable,Stage 1 - Performing
20260301,81,31,6,14,40688.52,0,Current,False,Stable,Stage 1 - Performing
20260401,81,31,6,14,40162.79,0,Current,False,Stable,Stage 1 - Performing
20260501,81,31,6,14,39809.85,0,Current,False,Stable,Stage 1 - Performing
20260601,81,31,6,14,39425.26,0,Current,False,Stable,Stage 1 - Performing
20250101,85,32,11,4,10988.52,0,Current,False,New,Stage 1 - Performing
20250201,85,32,11,4,10855.12,0,Current,False,Stable,Stage 1 - Performing
20250301,85,32,11,4,10689.09,0,Current,False,Stable,Stage 1 - Performing
20250401,85,32,11,4,10498.5,0,Current,False,Stable,Stage 1 - Performing
20250501,85,32,11,4,10344.26,0,Current,False,Stable,Stage 1 - Performing
20250601,85,32,11,4,10266.02,0,Current,False,Stable,Stage 1 - Performing
20250701,85,32,11,4,10074.4,0,Current,False,Stable,Stage 1 - Performing
20250801,85,32,11,4,9994.12,30,30 DPD,False,Worsened,Stage 2 - SICR
20250901,85,32,11,4,9820.71,30,30 DPD,False,Stable,Stage 2 - SICR
20251001,85,32,11,4,9678.86,30,30 DPD,False,Stable,Stage 2 - SICR
20251101,85,32,11,4,9527.87,0,Current,False,Cured,Stage 1 - Performing
20251201,85,32,11,4,9358.9,0,Current,False,Stable,Stage 1 - Performing
20260101,85,32,11,4,9199.09,0,Current,False,Stable,Stage 1 - Performing
20260201,85,32,11,4,9138.81,0,Current,False,Stable,Stage 1 - Performing
20260301,85,32,11,4,9015.86,0,Current,False,Stable,Stage 1 - Performing
20260401,85,32,11,4,8942.97,0,Current,False,Stable,Stage 1 - Performing
20260501,85,32,11,4,8872.96,0,Current,False,Stable,Stage 1 - Performing
20260601,85,32,11,4,8709.33,0,Current,False,Stable,Stage 1 - Performing
20250101,87,33,9,31,20824.13,0,Current,False,New,Stage 1 - Performing
20250201,87,33,9,31,20613.78,0,Current,False,Stable,Stage 1 - Performing
20250301,87,33,9,31,20484.64,0,Current,False,Stable,Stage 1 - Performing
20250401,87,33,9,31,20352.7,0,Current,False,Stable,Stage 1 - Performing
20250501,87,33,9,31,20195.52,0,Current,False,Stable,Stage 1 - Performing
20250601,87,33,9,31,19839.57,0,Current,False,Stable,Stage 1 - Performing
20250701,87,33,9,31,19590.19,0,Current,False,Stable,Stage 1 - Performing
20250801,87,33,9,31,19345.97,0,Current,False,Stable,Stage 1 - Performing
20250901,87,33,9,31,19110.93,0,Current,False,Stable,Stage 1 - Performing
20251001,87,33,9,31,18834.51,0,Current,False,Stable,Stage 1 - Performing
20251101,87,33,9,31,18466.21,0,Current,False,Stable,Stage 1 - Performing
20251201,87,33,9,31,18119.61,0,Current,False,Stable,Stage 1 - Performing
20260101,87,33,9,31,17836.98,0,Current,False,Stable,Stage 1 - Performing
20260201,87,33,9,31,17639.94,0,Current,False,Stable,Stage 1 - Performing
20260301,87,33,9,31,17455.25,0,Current,False,Stable,Stage 1 - Performing
20260401,87,33,9,31,17320.41,0,Current,False,Stable,Stage 1 - Performing
20260501,87,33,9,31,17072.24,0,Current,False,Stable,Stage 1 - Performing
20260601,87,33,9,31,16953.35,0,Current,False,Stable,Stage 1 - Performing
20250101,119,46,6,36,25760.6,0,Current,False,New,Stage 1 - Performing
20250201,119,46,6,36,25456.58,0,Current,False,Stable,Stage 1 - Performing
20250301,119,46,6,36,25324.96,0,Current,False,Stable,Stage 1 - Performing
20250401,119,46,6,36,25166.72,0,Current,False,Stable,Stage 1 - Performing
20250501,119,46,6,36,24691.96,0,Current,False,Stable,Stage 1 - Performing
20250601,119,46,6,36,24240.84,0,Current,False,Stable,Stage 1 - Performing
20250701,119,46,6,36,24089.34,0,Current,False,Stable,Stage 1 - Performing
20250801,119,46,6,36,23866.1,0,Current,False,Stable,Stage 1 - Performing
20250901,119,46,6,36,23451.07,0,Current,False,Stable,Stage 1 - Performing
20251001,119,46,6,36,23200.52,0,Current,False,Stable,Stage 1 - Performing
20251101,119,46,6,36,22915.41,0,Current,False,Stable,Stage 1 - Performing
20251201,119,46,6,36,22659.0,0,Current,False,Stable,Stage 1 - Performing
20260101,119,46,6,36,22279.27,0,Current,False,Stable,Stage 1 - Performing
20260201,119,46,6,36,21855.61,0,Current,False,Stable,Stage 1 - Performing
20260301,119,46,6,36,21493.08,0,Current,False,Stable,Stage 1 - Performing
20260401,119,46,6,36,21304.72,0,Current,False,Stable,Stage 1 - Performing
20260501,119,46,6,36,20899.45,0,Current,False,Stable,Stage 1 - Performing
20260601,119,46,6,36,20678.04,0,Current,False,Stable,Stage 1 - Performing
20250101,125,49,6,14,55518.92,0,Current,False,New,Stage 1 - Performing
20250201,125,49,6,14,55202.86,0,Current,False,Stable,Stage 1 - Performing
20250301,125,49,6,14,54134.35,0,Current,False,Stable,Stage 1 - Performing
20250401,125,49,6,14,53578.91,0,Current,False,Stable,Stage 1 - Performing
20250501,125,49,6,14,53282.83,0,Current,False,Stable,Stage 1 - Performing
20250601,125,49,6,14,52792.79,0,Current,False,Stable,Stage 1 - Performing
20250701,125,49,6,14,51865.44,0,Current,False,Stable,Stage 1 - Performing
20250801,125,49,6,14,51348.02,0,Current,False,Stable,Stage 1 - Performing
20250901,125,49,6,14,50568.81,0,Current,False,Stable,Stage 1 - Performing
20251001,125,49,6,14,49968.01,0,Current,False,Stable,Stage 1 - Performing
20251101,125,49,6,14,48973.61,0,Current,False,Stable,Stage 1 - Performing
20251201,125,49,6,14,48518.45,0,Current,False,Stable,Stage 1 - Performing
20260101,125,49,6,14,47797.07,0,Current,False,Stable,Stage 1 - Performing
20260201,125,49,6,14,47060.57,0,Current,False,Stable,Stage 1 - Performing
20260301,125,49,6,14,46600.46,0,Current,False,Stable,Stage 1 - Performing
20260401,125,49,6,14,46089.35,0,Current,False,Stable,Stage 1 - Performing
20260501,125,49,6,14,45775.05,0,Current,False,Stable,Stage 1 - Performing
20260601,125,49,6,14,45212.6,0,Current,False,Stable,Stage 1 - Performing
20250101,131,51,12,1,7175.39,0,Current,False,New,Stage 1 - Performing
20250201,131,51,12,1,7051.91,0,Current,False,Stable,Stage 1 - Performing
20250301,131,51,12,1,6998.54,0,Current,False,Stable,Stage 1 - Performing
20250401,131,51,12,1,6909.8,0,Current,False,Stable,Stage 1 - Performing
20250501,131,51,12,1,6864.88,0,Current,False,Stable,Stage 1 - Performing
20250601,131,51,12,1,6729.59,0,Current,False,Stable,Stage 1 - Performing
20250701,131,51,12,1,6687.52,0,Current,False,Stable,Stage 1 - Performing
20250801,131,51,12,1,6634.95,0,Current,False,Stable,Stage 1 - Performing
20250901,131,51,12,1,6516.26,0,Current,False,Stable,Stage 1 - Performing
